age,gender,occupation,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,lifestyle_change
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,0
33-40,Male,Working Professional,7,5,1.5,4,3,-1.0,0.5,0.0,1.0,0.5,0.0,100,1,Complete Physical Attendance,No,0
26-32,Male,Working Professional,9,11,0.5,1,5,1.0,-1.0,0.5,0.5,0.0,0.0,1111,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
26-32,Female,Working Professional,9,11,0.5,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1000,1111,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,4,0.5,2,3,0.0,-1.0,0.0,0.0,0.0,0.0,1110,111,Work/study from home,Yes,0
50-60,Male,Working Professional,9,9,0.5,2,4,-1.0,0.0,0.5,0.5,-0.5,0.0,1100,1,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,4,0.5,1,1,0.0,0.0,0.5,0.5,0.5,0.0,1100,1111,Complete Physical Attendance,Maybe,0
0-18,Male,Student in College,5,4,0.5,3,2,0.0,-0.5,0.0,0.5,-0.5,0.0,1001,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,5,5,0.5,1,3,0.0,0.0,0.5,0.5,-0.5,0.5,1011,1000,Complete Physical Attendance,Yes,0
0-18,Male,Student in College,7,4,0.5,4,5,-0.5,0.0,0.0,0.5,0.0,0.5,100,1,Complete Physical Attendance,Yes,0
33-40,Male,Working Professional,9,9,0.5,5,5,-1.0,0.0,0.5,0.5,-0.5,0.0,1110,1011,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,0.5,1,3,0.5,-0.5,-0.5,0.0,0.0,0.5,1010,1111,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,1.5,3,1,0.0,1.0,0.5,0.0,-1.0,-0.5,100,1111,Complete Physical Attendance,Yes,0
19-25,Female,Student in College,7,7,1.5,2,2,0.0,0.0,0.0,0.0,0.5,0.0,1010,1000,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,0.0,1110,1111,Work/study from home,Yes,0
19-25,Male,Student in College,7,4,0.5,2,1,0.0,-0.5,0.5,0.5,0.0,0.5,1100,1101,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,5,9,0.5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1100,1011,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,7,1.5,3,1,0.0,1.0,0.5,0.0,-1.0,-0.5,100,1111,Complete Physical Attendance,Yes,0
19-25,Female,Student in College,7,7,1.5,2,2,0.0,0.0,0.0,0.0,0.5,0.0,1010,1000,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,0.0,1110,1111,Work/study from home,Yes,0
19-25,Male,Student in College,7,4,0.5,2,1,0.0,-0.5,0.5,0.5,0.0,0.5,1100,1101,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,5,9,0.5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1100,1011,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
19-25,Male,Student in College,7,7,1.5,3,1,0.0,1.0,0.5,0.0,-1.0,-0.5,100,1111,Complete Physical Attendance,Yes,0
19-25,Female,Student in College,7,7,1.5,2,2,0.0,0.0,0.0,0.0,0.5,0.0,1010,1000,Complete Physical Attendance,Yes,0
19-25,Male,Student in College,7,7,1.5,2,2,0.0,0.0,0.0,-1.0,0.0,0.0,1110,1111,Work/study from home,Yes,0
19-25,Male,Student in College,7,4,0.5,2,1,0.0,-0.5,0.5,0.5,0.0,0.5,1100,1101,Complete Physical Attendance,Maybe,0
19-25,Male,Student in College,5,9,0.5,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1100,1011,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
33-40,Male,Working Professional,9,11,0.5,2,3,0.0,0.5,0.5,0.0,0.5,0.0,1000,100,Complete Physical Attendance,No,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
40-50,Female,Entrepreneur,9,9,0.5,2,1,0.5,-0.5,-0.5,0.5,0.0,0.0,10,1,Complete Physical Attendance,Yes,0
33-40,Female,Medical Professional aiding efforts against COVID-19,5,7,1.5,4,4,-0.5,0.0,-0.5,0.5,-0.5,0.0,100,1011,Complete Physical Attendance,Maybe,0
